time,signal_1
42.442,-14796
42.443,-14726
42.444,-14826
42.445,-15078
42.446,-15168
42.447,-15065
42.448,-14941
42.449,-14776
42.450,-14392
42.451,-14067
42.452,-13980
42.453,-13947
42.454,-13879
42.455,-13719
42.456,-13691
42.457,-13667
42.458,-13852
42.459,-14197
42.460,-14205
42.461,-14284
42.462,-14457
42.463,-14466
42.464,-14491
42.465,-14533
42.466,-14601
42.467,-14608
42.468,-14574
42.469,-14644
42.470,-14597
42.471,-14504
42.472,-14384
42.473,-14208
42.474,-14092
42.475,-14172
42.476,-14307
42.477,-14441
42.478,-14476
42.479,-14523
42.480,-14509
42.481,-14561
42.482,-14566
42.483,-14587
42.484,-14535
42.485,-14625
42.486,-14650
42.487,-14594
42.488,-14494
42.489,-14306
42.490,-14152
42.491,-14046
42.492,-13976
42.493,-13932
42.494,-13887
42.495,-13804
42.496,-13826
42.497,-13882
42.498,-13956
42.499,-14045
42.500,-14147
42.501,-14219
42.502,-14264
42.503,-14370
42.504,-14428
42.505,-14416
42.506,-14529
42.507,-14589
42.508,-14517
42.509,-14539
42.510,-14660
42.511,-14639
42.512,-14542
42.513,-14451
42.514,-14402
42.515,-14324
42.516,-14272
42.517,-14180
42.518,-14214
42.519,-14222
42.520,-14187
42.521,-14382
42.522,-14535
42.523,-14482
42.524,-14402
42.525,-14420
42.526,-14409
42.527,-14426
42.528,-14456
42.529,-14387
42.530,-14312
42.531,-14291
42.532,-14226
42.533,-14357
42.534,-14462
42.535,-14436
42.536,-14340
42.537,-14384
42.538,-14379
42.539,-14374
42.540,-14336
42.541,-14371
42.542,-14402
42.543,-14382
42.544,-14396
42.545,-14351
42.546,-14233
42.547,-14197
42.548,-14227
42.549,-14395
42.550,-14582
42.551,-14798
42.552,-14833
42.553,-14901
42.554,-14882
42.555,-14762
42.556,-14723
42.557,-14729
42.558,-14665
42.559,-14523
42.560,-14274
42.561,-14256
42.562,-14552
42.563,-14546
42.564,-14636
42.565,-14842
42.566,-14796
42.567,-14712
42.568,-14762
42.569,-14879
42.570,-15054
42.571,-15084
42.572,-15069
42.573,-15081
42.574,-15034
42.575,-14992
42.576,-15000
42.577,-15091
42.578,-15209
42.579,-15221
42.580,-15173
42.581,-15071
42.582,-14944
42.583,-14918
42.584,-14864
42.585,-14844
42.586,-14810
42.587,-14725
42.588,-14686
42.589,-14677
42.590,-14842
42.591,-14873
42.592,-14970
42.593,-14917
42.594,-14840
42.595,-14766
42.596,-14721
42.597,-14641
42.598,-14556
42.599,-14531
42.600,-14617
42.601,-14571
42.602,-14394
42.603,-14206
42.604,-14094
42.605,-14072
42.606,-14160
42.607,-14280
42.608,-14387
42.609,-14439
42.610,-14495
42.611,-14581
42.612,-14601
42.613,-14613
42.614,-14516
42.615,-14422
42.616,-14396
42.617,-14290
42.618,-14124
42.619,-13969
42.620,-13842
42.621,-13790
42.622,-13836
42.623,-13866
42.624,-13824
42.625,-13759
42.626,-13862
42.627,-13953
42.628,-14136
42.629,-14326
42.630,-14494
42.631,-14464
42.632,-14344
42.633,-14183
42.634,-14097
42.635,-14147
42.636,-14269
42.637,-14296
42.638,-14201
42.639,-14134
42.640,-14075
42.641,-13851
42.642,-13711
42.643,-13576
42.644,-13466
42.645,-13483
42.646,-13539
42.647,-13652
42.648,-13739
42.649,-13801
42.650,-13811
42.651,-13742
42.652,-13731
42.653,-13942
42.654,-14006
42.655,-13864
42.656,-13787
42.657,-13786
42.658,-13924
42.659,-13911
42.660,-13945
42.661,-14004
42.662,-14121
42.663,-14088
42.664,-14099
42.665,-14077
42.666,-14072
42.667,-14170
42.668,-14377
42.669,-14844
42.670,-14957
42.671,-14787
42.672,-14656
42.673,-14513
42.674,-14449
42.675,-14344
42.676,-14262
42.677,-14342
42.678,-14401
42.679,-14407
42.680,-14392
42.681,-14579
42.682,-14935
42.683,-15257
42.684,-15356
42.685,-15449
42.686,-15577
42.687,-15663
42.688,-15641
42.689,-15545
42.690,-15508
42.691,-15744
42.692,-15961
42.693,-16173
42.694,-16617
42.695,-16914
42.696,-16913
42.697,-16861
42.698,-16820
42.699,-16936
42.700,-17181
42.701,-17421
42.702,-17781
42.703,-17993
42.704,-18034
42.705,-17808
42.706,-17437
42.707,-16915
42.708,-15924
42.709,-15178
42.710,-14851
42.711,-14569
42.712,-14444
42.713,-14625
42.714,-14889
42.715,-15144
42.716,-15204
42.717,-15121
42.718,-14845
42.719,-14470
42.720,-13959
42.721,-13359
42.722,-12994
42.723,-13073
42.724,-13409
42.725,-13897
42.726,-14301
42.727,-14832
42.728,-15388
42.729,-15646
42.730,-15604
42.731,-15543
42.732,-15494
42.733,-15486
42.734,-15327
42.735,-15147
42.736,-15029
42.737,-14912
42.738,-14771
42.739,-14601
42.740,-14517
42.741,-14351
42.742,-14261
42.743,-14177
42.744,-14102
42.745,-14094
42.746,-13966
42.747,-13897
42.748,-13837
42.749,-13893
42.750,-13976
42.751,-14020
42.752,-14050
42.753,-14160
42.754,-14344
42.755,-14428
42.756,-14427
42.757,-14448
42.758,-14814
42.759,-14884
42.760,-14841
42.761,-14764
42.762,-14695
42.763,-14671
42.764,-14586
42.765,-14565
42.766,-14590
42.767,-14637
42.768,-14685
42.769,-14649
42.770,-14606
42.771,-14617
42.772,-14668
42.773,-14712
42.774,-14874
42.775,-15110
42.776,-15140
42.777,-15062
42.778,-15081
42.779,-15166
42.780,-15183
42.781,-14979
42.782,-14899
42.783,-14939
42.784,-14898
42.785,-14871
42.786,-14926
42.787,-14859
42.788,-14633
42.789,-14651
42.790,-14749
42.791,-14840
42.792,-14872
42.793,-14813
42.794,-14804
42.795,-14786
42.796,-14699
42.797,-14620
42.798,-14586
42.799,-14685
42.800,-14957
42.801,-14911
42.802,-14797
42.803,-14779
42.804,-14807
42.805,-14813
42.806,-14729
42.807,-14749
42.808,-14829
42.809,-14974
42.810,-15022
42.811,-14988
42.812,-15037
42.813,-15087
42.814,-15117
42.815,-15188
42.816,-15169
42.817,-15042
42.818,-15015
42.819,-15034
42.820,-14975
42.821,-14886
42.822,-14767
42.823,-14772
42.824,-14755
42.825,-14765
42.826,-14874
42.827,-14856
42.828,-14881
42.829,-14984
42.830,-14983
42.831,-15031
42.832,-15128
42.833,-15120
42.834,-15186
42.835,-15299
42.836,-15367
42.837,-15479
42.838,-15461
42.839,-15479
42.840,-15489
42.841,-15417
42.842,-15323
42.843,-15236
42.844,-15207
42.845,-15257
42.846,-15557
42.847,-16244
42.848,-16334
42.849,-16100
42.850,-16027
42.851,-15884
42.852,-15725
42.853,-15615
42.854,-15534
42.855,-15530
42.856,-15518
42.857,-15605
42.858,-15767
42.859,-15879
42.860,-15821
42.861,-15668
42.862,-15618
42.863,-15646
42.864,-15752
42.865,-15951
42.866,-16409
42.867,-16620
42.868,-16457
42.869,-16308
42.870,-16330
42.871,-16167
42.872,-15952
42.873,-15693
42.874,-15571
42.875,-15594
42.876,-15618
42.877,-15572
42.878,-15639
42.879,-15743
42.880,-15723
42.881,-15709
42.882,-15856
42.883,-16046
42.884,-16181
42.885,-16379
42.886,-16597
42.887,-16602
42.888,-16669
42.889,-16855
42.890,-17047
42.891,-17104
42.892,-17065
42.893,-17049
42.894,-17238
42.895,-17307
42.896,-17340
42.897,-17424
42.898,-17456
42.899,-17486
42.900,-17419
42.901,-17344
42.902,-17212
42.903,-17142
42.904,-17183
42.905,-17259
42.906,-17198
42.907,-17102
42.908,-17005
42.909,-16944
42.910,-16952
42.911,-16947
42.912,-17036
42.913,-17140
42.914,-17207
42.915,-17284
42.916,-17442
42.917,-17468
42.918,-17372
42.919,-17342
42.920,-17302
42.921,-17490
42.922,-17601
42.923,-17575
42.924,-17554
42.925,-17513
42.926,-17586
42.927,-17601
42.928,-17609
42.929,-17567
42.930,-17618
42.931,-17671
42.932,-17632
42.933,-17617
42.934,-17717
42.935,-17586
42.936,-17469
42.937,-17579
42.938,-17497
42.939,-17271
42.940,-17236
42.941,-17137
42.942,-17126
42.943,-17192
42.944,-17132
42.945,-17034
42.946,-17099
42.947,-17113
42.948,-17077
42.949,-17051
42.950,-17017
42.951,-16862
42.952,-16649
42.953,-16449
42.954,-16166
42.955,-15932
42.956,-15693
42.957,-15500
42.958,-15543
42.959,-15838
42.960,-15712
42.961,-15511
42.962,-15423
42.963,-15452
42.964,-15851
42.965,-16132
42.966,-16008
42.967,-15828
42.968,-15747
42.969,-15591
42.970,-15391
42.971,-15288
42.972,-15322
42.973,-15235
42.974,-15063
42.975,-15024
42.976,-14928
42.977,-14679
42.978,-14602
42.979,-14564
42.980,-14537
42.981,-14623
42.982,-14710
42.983,-14712
42.984,-14746
42.985,-14702
42.986,-14659
42.987,-14537
42.988,-14401
42.989,-14412
42.990,-14450
42.991,-14441
42.992,-14413
42.993,-14397
42.994,-14476
42.995,-14549
42.996,-14577
42.997,-14529
42.998,-14558
42.999,-14621
43.000,-14752
43.001,-14754
43.002,-14822
43.003,-14806
43.004,-14662
43.005,-14576
43.006,-14456
43.007,-14492
43.008,-14554
43.009,-14368
43.010,-14321
43.011,-14389
43.012,-14395
43.013,-14376
43.014,-14451
43.015,-14392
43.016,-14265
43.017,-14256
43.018,-14254
43.019,-14248
43.020,-14082
43.021,-14006
43.022,-13994
43.023,-14026
43.024,-14033
43.025,-13899
43.026,-13875
43.027,-13949
43.028,-14020
43.029,-14134
43.030,-14487
43.031,-14594
43.032,-14493
43.033,-14325
43.034,-14269
43.035,-14245
43.036,-14168
43.037,-14176
43.038,-14207
43.039,-14241
43.040,-14266
43.041,-14391
43.042,-14379
43.043,-14392
43.044,-14421
43.045,-14484
43.046,-14484
43.047,-14560
43.048,-14482
43.049,-14389
43.050,-14407
43.051,-14363
43.052,-14260
43.053,-14394
43.054,-14358
43.055,-14316
43.056,-14302
43.057,-14161
43.058,-13992
43.059,-13908
43.060,-13852
43.061,-13847
43.062,-13930
43.063,-14314
43.064,-14437
43.065,-14341
43.066,-14282
43.067,-14267
43.068,-14084
43.069,-13994
43.070,-13942
43.071,-13846
43.072,-13760
43.073,-13939
43.074,-14244
43.075,-14288
43.076,-14204
43.077,-14156
43.078,-14128
43.079,-14171
43.080,-14246
43.081,-14437
43.082,-14578
43.083,-14831
43.084,-14994
43.085,-14917
43.086,-14959
43.087,-14998
43.088,-14871
43.089,-14866
43.090,-14827
43.091,-14822
43.092,-14793
43.093,-14737
43.094,-14844
43.095,-14817
43.096,-14832
43.097,-14858
43.098,-14886
43.099,-14915
43.100,-14737
43.101,-14471
43.102,-14458
43.103,-14503
43.104,-14534
43.105,-14485
43.106,-14458
43.107,-14372
43.108,-14337
43.109,-14322
43.110,-14324
43.111,-14294
43.112,-14316
43.113,-14359
43.114,-14299
43.115,-14284
43.116,-14504
43.117,-14549
43.118,-14446
43.119,-14409
43.120,-14402
43.121,-14547
43.122,-14591
43.123,-14532
43.124,-14522
43.125,-14517
43.126,-14530
43.127,-14627
43.128,-14771
43.129,-14832
43.130,-14784
43.131,-14730
43.132,-14830
43.133,-14842
43.134,-14842
43.135,-14706
43.136,-14552
43.137,-14441
43.138,-14428
43.139,-14446
43.140,-14401
43.141,-14461
43.142,-14742
43.143,-14964
43.144,-14952
43.145,-15001
43.146,-15040
43.147,-14914
43.148,-14744
43.149,-14717
43.150,-14817
43.151,-14829
43.152,-14654
43.153,-14427
43.154,-14292
43.155,-14244
43.156,-14163
43.157,-14049
43.158,-13980
43.159,-13952
43.160,-14026
43.161,-13896
43.162,-13834
43.163,-13855
43.164,-13786
43.165,-14048
43.166,-14474
43.167,-14499
43.168,-14530
43.169,-14498
43.170,-14543
43.171,-14626
43.172,-14747
43.173,-14743
43.174,-14666
43.175,-14641
43.176,-14603
43.177,-14591
43.178,-14591
43.179,-14547
43.180,-14496
43.181,-14446
43.182,-14502
43.183,-14551
43.184,-14495
43.185,-14308
43.186,-14267
43.187,-14392
43.188,-14464
43.189,-14506
43.190,-14517
43.191,-14379
43.192,-14359
43.193,-14322
43.194,-14226
43.195,-14156
43.196,-14066
43.197,-13962
43.198,-13987
43.199,-14337
43.200,-14581
43.201,-14626
43.202,-14751
43.203,-14770
43.204,-14785
43.205,-14747
43.206,-14632
43.207,-14623
43.208,-14704
43.209,-14615
43.210,-14317
43.211,-14189
43.212,-14078
43.213,-14002
43.214,-14016
43.215,-13992
43.216,-13969
43.217,-14431
43.218,-14774
43.219,-14803
43.220,-14668
43.221,-14599
43.222,-14534
43.223,-14450
43.224,-14490
43.225,-14637
43.226,-14556
43.227,-14256
43.228,-14202
43.229,-14171
43.230,-14200
43.231,-14162
43.232,-14091
43.233,-14044
43.234,-14046
43.235,-14085
43.236,-14004
43.237,-13992
43.238,-13988
43.239,-13962
43.240,-14091
43.241,-14144
43.242,-14277
43.243,-14359
43.244,-14410
43.245,-14458
43.246,-14341
43.247,-14373
43.248,-14342
43.249,-14228
43.250,-14282
43.251,-14294
43.252,-14339
43.253,-14338
43.254,-14237
43.255,-14309
43.256,-14452
43.257,-14469
43.258,-14445
43.259,-14434
43.260,-14466
43.261,-14391
43.262,-14280
43.263,-14251
43.264,-14176
43.265,-14348
43.266,-14741
43.267,-14902
43.268,-14858
43.269,-14781
43.270,-14746
43.271,-14733
43.272,-14641
43.273,-14581
43.274,-14494
43.275,-14264
43.276,-14166
43.277,-14517
43.278,-14554
43.279,-14302
43.280,-14007
43.281,-13904
43.282,-13867
43.283,-13992
43.284,-14337
43.285,-14321
43.286,-14433
43.287,-14659
43.288,-14592
43.289,-14572
43.290,-14721
43.291,-14742
43.292,-14599
43.293,-14597
43.294,-14607
43.295,-14621
43.296,-14548
43.297,-14475
43.298,-14567
43.299,-14716
43.300,-14667
43.301,-14629
43.302,-14764
43.303,-14899
43.304,-14958
43.305,-15049
43.306,-15134
43.307,-15115
43.308,-15115
43.309,-15080
43.310,-15142
43.311,-15059
43.312,-14868
43.313,-14698
43.314,-14768
43.315,-14707
43.316,-14643
43.317,-14675
43.318,-14730
43.319,-14725
43.320,-14631
43.321,-14633
43.322,-14601
43.323,-14612
43.324,-14561
43.325,-14596
43.326,-14717
43.327,-14717
43.328,-14561
43.329,-14674
43.330,-15010
43.331,-14967
43.332,-14951
43.333,-14975
43.334,-14927
43.335,-14816
43.336,-14651
43.337,-14337
43.338,-14099
43.339,-13977
43.340,-13914
43.341,-13862
43.342,-13736
43.343,-13662
43.344,-13648
43.345,-13632
43.346,-13630
43.347,-13755
43.348,-13873
43.349,-13635
43.350,-13547
43.351,-13801
43.352,-14061
43.353,-14201
43.354,-14162
43.355,-14135
43.356,-14082
43.357,-14148
43.358,-14299
43.359,-14389
43.360,-14377
43.361,-14326
43.362,-14146
43.363,-14155
43.364,-14213
43.365,-14212
43.366,-14369
43.367,-14780
43.368,-14774
43.369,-14495
43.370,-14361
43.371,-14263
43.372,-14196
43.373,-14204
43.374,-14261
43.375,-14177
43.376,-14095
43.377,-13955
43.378,-13961
43.379,-14198
43.380,-14217
43.381,-13919
43.382,-13879
43.383,-13937
43.384,-14160
43.385,-14103
43.386,-13908
43.387,-13922
43.388,-14056
43.389,-14161
43.390,-14192
43.391,-14180
43.392,-14257
43.393,-14317
43.394,-14387
43.395,-14490
43.396,-14591
43.397,-14544
43.398,-14459
43.399,-14391
43.400,-14366
43.401,-14400
43.402,-14334
43.403,-14037
43.404,-13876
43.405,-13867
43.406,-13865
43.407,-13884
43.408,-13955
43.409,-14104
43.410,-14112
43.411,-14144
43.412,-14204
43.413,-14249
43.414,-14372
43.415,-14509
43.416,-14683
43.417,-14882
43.418,-14925
43.419,-15113
43.420,-15276
43.421,-15314
43.422,-15394
43.423,-15390
43.424,-15384
43.425,-15649
43.426,-16002
43.427,-16231
43.428,-16454
43.429,-16544
43.430,-16677
43.431,-16979
43.432,-17052
43.433,-17261
43.434,-17639
43.435,-18089
43.436,-18058
43.437,-17589
43.438,-16737
43.439,-15906
43.440,-15541
43.441,-15319
43.442,-15036
43.443,-15104
43.444,-15146
43.445,-15174
43.446,-15270
43.447,-15324
43.448,-15352
43.449,-15094
43.450,-14604
43.451,-14074
43.452,-13521
43.453,-13143
43.454,-12936
43.455,-13002
43.456,-12946
43.457,-12900
43.458,-13277
43.459,-13609
43.460,-13962
43.461,-14137
43.462,-14286
43.463,-14439
43.464,-14577
43.465,-14680
43.466,-14756
43.467,-14902
43.468,-14969
43.469,-15079
43.470,-15310
43.471,-15448
43.472,-15102
43.473,-14789
43.474,-14666
43.475,-14772
43.476,-14850
43.477,-14801
43.478,-14736
43.479,-14697
43.480,-14576
43.481,-14516
43.482,-14461
43.483,-14390
43.484,-14462
43.485,-14441
43.486,-14456
43.487,-14586
43.488,-14564
43.489,-14530
43.490,-14564
43.491,-14541
43.492,-14493
43.493,-14409
43.494,-14464
43.495,-14534
43.496,-14579
43.497,-14614
43.498,-14581
43.499,-14537
43.500,-14597
43.501,-14716
43.502,-14840
43.503,-14726
43.504,-14721
43.505,-14771
43.506,-14662
43.507,-14674
43.508,-14601
43.509,-14450
43.510,-14406
43.511,-14400
43.512,-14472
43.513,-14557
43.514,-14607
43.515,-14612
43.516,-14404
43.517,-14382
43.518,-14516
43.519,-14596
43.520,-14707
43.521,-14824
43.522,-14763
43.523,-14711
43.524,-14536
43.525,-14485
43.526,-14471
43.527,-14339
43.528,-14387
43.529,-14539
43.530,-14577
43.531,-14535
43.532,-14401
43.533,-14320
43.534,-14260
43.535,-14245
43.536,-14268
43.537,-14206
43.538,-14277
43.539,-14344
43.540,-14336
43.541,-14360
43.542,-14585
43.543,-14869
43.544,-14819
43.545,-14712
43.546,-14881
43.547,-15174
43.548,-15328
43.549,-15362
43.550,-15307
43.551,-15320
43.552,-15317
43.553,-15286
43.554,-15312
43.555,-15316
43.556,-15273
43.557,-15326
43.558,-15366
43.559,-15319
43.560,-15261
43.561,-15280
43.562,-15201
43.563,-15247
43.564,-15296
43.565,-15269
43.566,-15235
43.567,-15248
43.568,-15324
43.569,-15377
43.570,-15392
43.571,-15363
43.572,-15156
43.573,-15016
43.574,-15052
43.575,-15169
43.576,-15212
43.577,-15174
43.578,-15178
43.579,-15091
43.580,-15046
43.581,-15101
43.582,-15094
43.583,-15053
43.584,-15201
43.585,-15294
43.586,-15357
43.587,-15427
43.588,-15461
43.589,-15536
43.590,-15546
43.591,-15549
43.592,-15625
43.593,-15772
43.594,-16061
43.595,-16411
43.596,-16264
43.597,-16079
43.598,-16085
43.599,-16164
43.600,-16223
43.601,-16251
43.602,-16167
43.603,-16120
43.604,-16146
43.605,-16138
43.606,-15975
43.607,-15872
43.608,-15836
43.609,-15904
43.610,-16044
43.611,-16096
43.612,-16012
43.613,-15989
43.614,-15933
43.615,-15876
43.616,-15833
43.617,-15814
43.618,-15864
43.619,-15912
43.620,-15924
43.621,-15966
43.622,-16041
43.623,-16117
43.624,-16241
43.625,-16537
43.626,-16701
43.627,-16804
43.628,-16884
43.629,-17001
43.630,-17121
43.631,-17307
43.632,-17372
43.633,-17256
43.634,-17154
43.635,-17282
43.636,-17387
43.637,-17233
43.638,-17097
43.639,-16952
43.640,-16852
43.641,-16757
43.642,-16731
43.643,-16791
43.644,-17016
43.645,-17171
43.646,-17311
43.647,-17296
43.648,-17144
43.649,-17115
43.650,-17224
43.651,-17207
43.652,-17166
43.653,-17122
43.654,-17146
43.655,-17249
43.656,-17312
43.657,-17376
43.658,-17385
43.659,-17321
43.660,-17323
43.661,-17257
43.662,-17213
43.663,-17206
43.664,-17226
43.665,-17181
43.666,-17069
43.667,-16965
43.668,-16878
43.669,-16822
43.670,-16782
43.671,-16794
43.672,-16913
43.673,-16924
43.674,-16843
43.675,-16824
43.676,-16730
43.677,-16677
43.678,-16597
43.679,-16566
43.680,-16458
43.681,-16460
43.682,-16450
43.683,-16454
43.684,-16353
43.685,-16085
43.686,-15925
43.687,-15797
43.688,-15774
43.689,-15727
43.690,-15721
43.691,-15664
43.692,-15564
43.693,-15418
43.694,-15362
43.695,-15474
43.696,-15612
43.697,-15658
43.698,-15653
43.699,-15587
43.700,-15445
43.701,-15339
43.702,-15367
43.703,-15352
43.704,-15297
43.705,-15181
43.706,-14905
43.707,-14596
43.708,-14419
43.709,-14300
43.710,-14275
43.711,-14495
43.712,-14655
43.713,-14508
43.714,-14261
43.715,-14248
43.716,-14579
43.717,-14837
43.718,-14690
43.719,-14789
43.720,-14776
43.721,-14611
43.722,-14616
43.723,-14715
43.724,-14794
43.725,-14894
43.726,-14944
43.727,-14982
43.728,-14918
43.729,-14779
43.730,-14701
43.731,-14653
43.732,-14532
43.733,-14422
43.734,-14437
43.735,-14453
43.736,-14349
43.737,-14201
43.738,-14091
43.739,-14013
43.740,-14037
43.741,-14119
43.742,-14177
43.743,-14164
43.744,-14201
43.745,-14260
43.746,-14322
43.747,-14312
43.748,-14306
43.749,-14281
43.750,-14308
43.751,-14367
43.752,-14365
43.753,-14266
43.754,-14261
43.755,-14269
43.756,-14289
43.757,-14501
43.758,-14864
43.759,-15061
43.760,-15109
43.761,-15033
43.762,-14929
43.763,-14708
43.764,-14466
43.765,-14261
43.766,-13975
43.767,-13784
43.768,-13733
43.769,-13655
43.770,-13652
43.771,-13744
43.772,-13844
43.773,-13787
43.774,-13782
43.775,-13786
43.776,-13823
43.777,-13974
43.778,-14187
43.779,-14374
43.780,-14447
43.781,-14485
43.782,-14426
43.783,-14382
43.784,-14415
43.785,-14564
43.786,-14736
43.787,-14736
43.788,-14561
43.789,-14472
43.790,-14481
43.791,-14334
43.792,-14131
43.793,-13988
43.794,-13906
43.795,-13918
43.796,-13907
43.797,-13837
43.798,-13840
43.799,-13819
43.800,-13761
43.801,-13866
43.802,-14033
43.803,-14305
43.804,-14566
43.805,-14656
43.806,-14587
43.807,-14596
43.808,-14636
43.809,-14652
43.810,-14666
43.811,-14632
43.812,-14564
43.813,-14634
43.814,-14653
43.815,-14551
43.816,-14489
43.817,-14504
43.818,-14604
43.819,-14720
43.820,-14729
43.821,-14706
43.822,-14719
43.823,-14610
43.824,-14494
43.825,-14447
43.826,-14529
43.827,-14579
43.828,-14369
43.829,-14221
43.830,-14124
43.831,-14074
43.832,-13958
43.833,-13932
43.834,-13954
43.835,-14037
43.836,-14192
43.837,-14219
43.838,-14171
43.839,-14227
43.840,-14358
43.841,-14502
43.842,-14421
43.843,-14434
43.844,-14454
43.845,-14467
43.846,-14574
43.847,-14714
43.848,-14777
43.849,-14900
43.850,-14801
43.851,-14725
43.852,-14817
43.853,-14788
43.854,-14722
43.855,-14668
43.856,-14742
43.857,-14712
43.858,-14669
43.859,-14551
43.860,-14424
43.861,-14435
43.862,-14337
43.863,-14284
43.864,-14248
43.865,-14301
43.866,-14466
43.867,-14817
43.868,-14997
43.869,-15062
43.870,-15099
43.871,-15041
43.872,-14932
43.873,-14772
43.874,-14689
43.875,-14552
43.876,-14521
43.877,-14485
43.878,-14417
43.879,-14494
43.880,-14646
43.881,-14692
43.882,-14691
43.883,-14632
43.884,-14560
43.885,-14492
43.886,-14522
43.887,-14532
43.888,-14434
43.889,-14404
43.890,-14357
43.891,-14346
43.892,-14360
43.893,-14574
43.894,-14744
43.895,-14692
43.896,-14555
43.897,-14581
43.898,-14567
43.899,-14478
43.900,-14499
43.901,-14496
43.902,-14509
43.903,-14521
43.904,-14554
43.905,-14484
43.906,-14404
43.907,-14396
43.908,-14361
43.909,-14286
43.910,-14390
43.911,-14445
43.912,-14359
43.913,-14344
43.914,-14368
43.915,-14354
43.916,-14352
43.917,-14286
43.918,-14228
43.919,-14252
43.920,-14326
43.921,-14395
43.922,-14382
43.923,-14279
43.924,-14213
43.925,-14182
43.926,-14266
43.927,-14275
43.928,-14154
43.929,-14074
43.930,-14214
43.931,-14416
43.932,-14417
43.933,-14366
43.934,-14439
43.935,-14543
43.936,-14636
43.937,-14715
43.938,-14716
43.939,-14677
43.940,-14701
43.941,-14654
43.942,-14686
43.943,-14909
43.944,-15017
43.945,-14970
43.946,-14897
43.947,-14734
43.948,-14442
43.949,-14221
43.950,-14221
43.951,-14374
43.952,-14466
43.953,-14617
43.954,-14739
43.955,-14763
43.956,-14753
43.957,-14736
43.958,-14814
43.959,-14816
43.960,-14765
43.961,-14672
43.962,-14605
43.963,-14491
43.964,-14325
43.965,-14202
43.966,-14163
43.967,-14076
43.968,-13952
43.969,-13853
43.970,-13832
43.971,-13885
43.972,-14041
43.973,-14192
43.974,-14255
43.975,-14318
43.976,-14409
43.977,-14492
43.978,-14591
43.979,-14582
43.980,-14546
43.981,-14588
43.982,-14639
43.983,-14611
43.984,-14508
43.985,-14490
43.986,-14430
43.987,-14416
43.988,-14454
43.989,-14469
43.990,-14560
43.991,-14684
43.992,-14786
43.993,-14889
43.994,-14879
43.995,-14883
43.996,-14916
43.997,-14961
43.998,-15036
43.999,-15077
44.000,-15227
44.001,-15284
44.002,-15187
44.003,-15054
44.004,-14999
44.005,-14743
44.006,-14712
44.007,-14632
44.008,-14605
44.009,-14602
44.010,-14575
44.011,-14584
44.012,-14612
44.013,-14549
44.014,-14419
44.015,-14345
44.016,-14383
44.017,-14544
44.018,-14769
44.019,-14856
44.020,-14953
44.021,-14994
44.022,-15012
44.023,-14940
44.024,-14868
44.025,-14810
44.026,-14746
44.027,-14716
44.028,-14689
44.029,-14626
44.030,-14637
44.031,-14644
44.032,-14693
44.033,-14753
44.034,-14751
44.035,-14818
44.036,-14822
44.037,-14814
44.038,-14882
44.039,-14949
44.040,-14909
44.041,-14915
44.042,-14885
44.043,-14787
44.044,-14775
44.045,-14872
44.046,-14812
44.047,-14726
44.048,-14768
44.049,-14825
44.050,-14838
44.051,-14757
44.052,-14585
44.053,-14379
44.054,-14094
44.055,-14049
44.056,-13937
44.057,-13719
44.058,-13837
44.059,-13896
44.060,-13884
44.061,-13862
44.062,-13874
44.063,-14046
44.064,-14150
44.065,-14253
44.066,-14246
44.067,-14169
44.068,-14126
44.069,-14099
44.070,-14099
44.071,-14234
44.072,-14289
44.073,-14230
44.074,-14151
44.075,-14151
44.076,-14114
44.077,-14079
44.078,-14105
44.079,-13997
44.080,-13901
44.081,-13861
44.082,-13756
44.083,-13696
44.084,-13614
44.085,-13534
44.086,-13497
44.087,-13679
44.088,-13856
44.089,-13935
44.090,-14042
44.091,-14028
44.092,-14037
44.093,-14026
44.094,-13919
44.095,-13867
44.096,-13877
44.097,-13880
44.098,-13962
44.099,-14132
44.100,-14209
44.101,-14218
44.102,-14176
44.103,-14211
44.104,-14097
44.105,-14010
44.106,-14092
44.107,-14239
44.108,-14369
44.109,-14496
44.110,-14583
44.111,-14680
44.112,-14818
44.113,-14903
44.114,-14914
44.115,-14771
44.116,-14671
44.117,-14572
44.118,-14596
44.119,-14522
44.120,-14361
44.121,-14307
44.122,-14432
44.123,-14676
44.124,-14847
44.125,-14832
44.126,-14906
44.127,-14951
44.128,-15039
44.129,-15102
44.130,-15086
44.131,-15149
44.132,-15318
44.133,-15552
44.134,-15701
44.135,-15901
44.136,-16044
44.137,-16197
44.138,-16305
44.139,-16521
44.140,-16768
44.141,-17012
44.142,-17358
44.143,-17951
44.144,-18489
44.145,-18412
44.146,-18029
44.147,-17322
44.148,-16495
44.149,-15752
44.150,-15427
44.151,-15316
44.152,-15215
44.153,-15184
44.154,-15131
44.155,-15104
44.156,-15031
44.157,-14755
44.158,-14414
44.159,-14112
44.160,-14054
44.161,-13697
44.162,-13059
44.163,-12656
44.164,-12833
44.165,-13222
44.166,-13588
44.167,-13984
44.168,-14382
44.169,-14766
44.170,-14981
44.171,-14955
44.172,-15182
44.173,-15384
44.174,-15214
44.175,-15071
44.176,-14986
44.177,-15011
44.178,-14942
44.179,-14797
44.180,-14549
44.181,-14444
44.182,-14502
44.183,-14546
44.184,-14604
44.185,-14669
44.186,-14559
44.187,-14505
44.188,-14498
44.189,-14557
44.190,-14606
